"Date","Price","Open","High","Low","Vol.","Change %"
"11/21/2022","18,420.27","18,332.62","18,514.64","18,106.95","","0.48%"
"11/18/2022","18,333.00","18,491.91","18,783.65","18,264.31","","-0.84%"
"11/17/2022","18,488.97","18,557.15","18,557.15","18,075.34","","-0.37%"
"11/16/2022","18,557.15","19,023.92","19,084.75","18,438.74","","-2.45%"
"11/14/2022","19,024.00","18,849.75","19,222.20","18,799.49","","0.92%"
"11/11/2022","18,849.75","18,418.29","18,986.47","18,371.42","","2.34%"
"11/10/2022","18,418.29","19,028.27","19,028.27","18,209.60","","-3.21%"
"11/09/2022","19,029.47","19,460.79","19,462.30","18,948.59","","-2.23%"
"11/08/2022","19,462.97","19,314.26","19,615.02","19,217.57","","0.77%"
"11/07/2022","19,314.14","19,786.08","19,789.60","19,293.86","","-2.39%"
"11/04/2022","19,786.08","19,570.06","20,126.11","19,569.59","","1.11%"
"11/03/2022","19,568.43","19,559.91","19,651.13","19,153.40","","0.03%"
"11/01/2022","19,562.57","19,414.07","19,788.15","19,340.99","","0.76%"
"10/31/2022","19,414.82","19,237.97","19,588.61","18,783.30","","0.91%"
"10/28/2022","19,240.69","19,289.32","19,289.32","19,042.20","","-0.26%"
"10/27/2022","19,290.20","19,027.99","19,560.03","19,026.66","","1.39%"
"10/26/2022","19,025.93","19,315.81","19,315.81","18,995.48","","-1.50%"
"10/25/2022","19,315.81","19,538.10","19,591.84","19,314.13","","-1.13%"
"10/24/2022","19,537.53","20,293.87","20,293.87","19,507.83","","-3.73%"
"10/21/2022","20,294.75","19,799.04","20,435.33","19,738.64","","2.50%"
"10/20/2022","19,800.52","19,620.62","19,829.63","19,620.62","","0.92%"
"10/19/2022","19,619.82","19,506.24","19,652.31","19,422.84","","0.58%"
"10/18/2022","19,506.00","19,145.59","19,515.92","19,145.59","","1.89%"
"10/17/2022","19,143.60","18,880.00","19,277.78","18,874.88","","1.43%"
"10/14/2022","18,873.42","19,263.83","19,335.93","18,799.21","","-2.03%"
"10/13/2022","19,263.72","19,314.33","19,449.29","18,948.78","","-0.27%"
"10/11/2022","19,316.14","19,505.13","19,505.13","19,228.35","","-0.98%"
"10/10/2022","19,507.59","19,609.37","19,685.79","19,391.89","","-0.53%"
"10/07/2022","19,611.47","19,798.53","19,890.24","19,530.39","","-0.95%"
"10/06/2022","19,799.17","19,715.20","19,925.98","19,715.20","","0.43%"
"10/05/2022","19,715.20","19,507.35","19,767.82","19,463.38","","1.07%"
"10/04/2022","19,507.21","19,469.21","19,835.55","19,443.67","","0.21%"
"10/03/2022","19,466.73","18,435.36","19,466.73","18,435.36","","5.60%"
"09/30/2022","18,434.04","18,014.55","18,526.10","17,952.27","","2.32%"
"09/29/2022","18,016.00","18,138.01","18,138.01","17,779.70","","-0.68%"
"09/28/2022","18,138.84","18,142.33","18,228.04","18,057.03","","-0.02%"
"09/27/2022","18,142.11","18,232.49","18,415.51","18,090.74","","-0.49%"
"09/26/2022","18,231.02","18,640.98","18,640.98","18,218.93","","-2.21%"
"09/23/2022","18,642.89","19,075.87","19,075.87","18,483.28","","-2.27%"
"09/22/2022","19,075.87","18,734.47","19,133.46","18,712.73","","1.86%"
"09/21/2022","18,726.71","18,832.54","18,956.62","18,642.01","","-0.56%"
"09/20/2022","18,832.54","18,719.60","18,839.76","18,642.65","","0.60%"
"09/19/2022","18,719.60","18,295.44","18,746.68","18,152.62","","2.32%"
"09/16/2022","18,295.01","18,403.60","18,403.60","18,157.47","","-0.59%"
"09/15/2022","18,403.85","18,486.58","18,594.32","18,332.30","","-0.45%"
"09/14/2022","18,487.04","18,518.11","18,666.97","18,410.53","","-0.17%"
"09/13/2022","18,517.94","18,955.42","18,955.92","18,473.94","","-2.32%"
"09/12/2022","18,957.04","18,759.61","19,089.55","18,759.10","","1.06%"
"09/09/2022","18,758.30","18,349.48","18,806.34","18,349.48","","2.23%"
"09/08/2022","18,349.48","18,341.84","18,513.54","18,137.63","","0.05%"
"09/06/2022","18,340.55","18,770.52","18,770.52","18,265.40","","-2.29%"
"09/05/2022","18,770.22","18,542.13","18,858.75","18,542.13","","1.24%"
"09/02/2022","18,540.68","18,484.38","18,807.16","18,484.38","","0.31%"
"09/01/2022","18,484.11","18,347.78","18,484.11","18,089.46","","0.75%"
"08/31/2022","18,345.64","18,492.25","18,649.68","18,345.64","","-0.79%"
"08/30/2022","18,491.97","18,861.36","18,916.61","18,428.75","","-1.96%"
"08/29/2022","18,861.36","18,878.86","19,013.30","18,763.44","","-0.09%"
"08/26/2022","18,879.14","19,090.35","19,201.98","18,821.01","","-1.10%"
"08/25/2022","19,089.64","18,962.03","19,192.93","18,935.17","","0.67%"
"08/24/2022","18,962.03","19,001.74","19,165.20","18,931.12","","-0.21%"
"08/23/2022","19,001.86","18,522.97","19,017.61","18,522.97","","2.59%"
"08/22/2022","18,522.97","18,686.02","18,686.02","18,395.81","","-0.88%"
"08/19/2022","18,687.81","19,104.57","19,104.57","18,622.12","","-2.19%"
"08/18/2022","19,105.85","19,075.79","19,205.32","19,025.43","","0.16%"
"08/17/2022","19,075.39","19,079.82","19,152.63","18,885.47","","-0.03%"
"08/16/2022","19,080.75","18,955.98","19,106.21","18,931.58","","0.66%"
"08/15/2022","18,955.99","18,924.13","18,992.28","18,593.66","","0.16%"
"08/12/2022","18,926.18","18,362.17","18,926.18","18,362.17","","3.07%"
"08/11/2022","18,361.67","18,400.23","18,595.68","18,349.49","","-0.21%"
"08/10/2022","18,400.14","18,163.37","18,407.84","18,163.30","","1.31%"
"08/09/2022","18,162.11","18,089.11","18,248.68","18,011.88","","0.41%"
"08/08/2022","18,088.64","17,736.58","18,103.04","17,736.12","","2.00%"
"08/05/2022","17,733.22","17,611.97","17,860.01","17,565.76","","0.69%"
"08/04/2022","17,611.75","17,299.36","17,664.67","17,299.36","","1.81%"
"08/03/2022","17,298.32","17,297.06","17,349.00","17,173.31","","0.01%"
"08/02/2022","17,296.28","17,072.68","17,340.53","16,978.04","","1.31%"
"08/01/2022","17,072.50","17,253.54","17,257.95","16,994.17","","-1.05%"
"07/29/2022","17,253.54","17,145.76","17,399.81","17,125.22","","0.63%"
"07/28/2022","17,145.19","16,947.22","17,161.56","16,888.88","","1.17%"
"07/27/2022","16,947.45","16,701.05","16,955.45","16,700.77","","1.48%"
"07/26/2022","16,700.80","16,759.03","16,856.97","16,623.82","","-0.35%"
"07/25/2022","16,759.03","16,494.11","16,790.35","16,493.78","","1.61%"
"07/22/2022","16,493.84","16,497.89","16,640.54","16,404.20","","-0.03%"
"07/21/2022","16,497.97","16,352.55","16,505.51","16,149.92","","0.89%"
"07/20/2022","16,352.82","16,371.63","16,371.63","16,157.25","","-0.12%"
"07/19/2022","16,372.53","16,143.58","16,385.56","16,143.58","","1.42%"
"07/18/2022","16,142.66","16,049.52","16,355.76","16,049.52","","0.59%"
"07/15/2022","16,048.74","15,967.64","16,107.70","15,834.48","","0.51%"
"07/14/2022","15,967.66","16,348.67","16,348.67","15,859.02","","-2.33%"
"07/13/2022","16,349.25","16,396.81","16,525.56","16,264.62","","-0.31%"
"07/12/2022","16,399.81","16,391.45","16,466.56","16,207.43","","0.05%"
"07/11/2022","16,391.33","16,755.46","16,755.76","16,328.49","","-2.18%"
"07/08/2022","16,756.75","16,863.85","17,011.43","16,703.90","","-0.63%"
"07/07/2022","16,863.50","16,506.72","16,986.47","16,506.72","","2.16%"
"07/06/2022","16,506.62","16,452.62","16,590.56","16,284.02","","0.31%"
"07/05/2022","16,455.75","16,526.52","16,526.52","16,144.59","","-0.44%"
"07/04/2022","16,527.75","16,543.42","16,633.12","16,428.44","","-0.11%"
"07/01/2022","16,545.19","16,504.05","16,611.13","16,238.54","","0.25%"
"06/30/2022","16,503.89","16,719.66","16,719.66","16,376.34","","-1.30%"
"06/29/2022","16,720.57","16,871.41","17,010.39","16,651.51","","-0.90%"
"06/28/2022","16,871.96","16,874.67","17,142.72","16,765.35","","-0.01%"
"06/27/2022","16,874.28","16,469.88","16,943.55","16,469.88","","2.46%"
"06/24/2022","16,469.51","16,330.02","16,563.81","16,330.02","","0.86%"
"06/23/2022","16,329.83","16,605.67","16,748.74","16,275.57","","-1.66%"
"06/22/2022","16,605.56","16,635.97","16,746.61","16,327.61","","-0.20%"
"06/21/2022","16,638.59","16,671.20","16,895.57","16,560.56","","-0.19%"
"06/20/2022","16,670.98","16,677.13","16,788.89","16,395.73","","-0.04%"
"06/17/2022","16,677.07","17,269.00","17,269.45","16,441.50","","-3.44%"
"06/15/2022","17,271.23","17,206.76","17,513.10","17,161.88","","0.39%"
"06/14/2022","17,203.91","17,284.75","17,414.66","17,080.58","","-0.47%"
"06/13/2022","17,284.75","17,774.85","17,774.85","17,109.76","","-2.77%"
"06/10/2022","17,776.47","18,029.61","18,030.32","17,619.74","","-1.42%"
