"Date","Price","Open","High","Low","Vol.","Change %"
"08/04/2023","451,570.59","442,186.88","458,361.38","442,186.88","","2.28%"
"08/03/2023","441,515.66","445,226.22","452,929.91","439,694.66","","-0.83%"
"08/02/2023","445,226.22","453,231.47","453,231.47","438,925.13","","-1.72%"
"08/01/2023","453,024.38","457,137.78","459,532.16","449,927.63","","-0.90%"
"07/31/2023","457,137.78","457,787.75","462,476.63","454,982.75","","-0.14%"
"07/28/2023","457,787.75","450,210.59","460,997.09","450,210.59","","1.68%"
"07/27/2023","450,210.59","471,102.84","471,102.84","450,001.50","","-4.43%"
"07/26/2023","471,102.84","471,449.38","475,188.03","467,785.34","","-0.07%"
"07/25/2023","471,449.38","466,662.94","472,430.59","463,543.53","","1.03%"
"07/24/2023","466,662.94","472,973.56","479,111.97","466,044.94","","-1.33%"
"07/21/2023","472,973.56","459,108.00","473,705.81","459,108.00","","3.02%"
"07/20/2023","459,108.00","453,206.91","459,608.28","450,594.91","","1.30%"
"07/19/2023","453,206.91","456,880.69","459,944.16","447,947.06","","-0.80%"
"07/18/2023","456,880.69","456,842.78","464,668.25","456,091.88","","0.01%"
"07/17/2023","456,842.78","443,303.59","461,556.28","443,303.59","","3.05%"
"07/14/2023","443,303.59","451,345.56","452,014.47","439,578.22","","-1.74%"
"07/13/2023","451,138.56","431,551.13","452,626.19","431,551.13","","4.54%"
"07/12/2023","431,551.13","422,811.31","435,403.09","422,811.31","","2.08%"
"07/11/2023","422,765.38","420,772.56","423,278.19","416,948.41","","0.47%"
"07/10/2023","420,772.56","423,580.44","424,942.88","418,499.38","","-0.66%"
"07/07/2023","423,580.44","417,548.69","426,426.75","417,548.69","","1.44%"
"07/06/2023","417,548.69","437,402.00","437,402.00","414,100.56","","-4.39%"
"07/05/2023","436,732.59","441,468.94","441,468.94","430,792.09","","-1.07%"
"07/04/2023","441,468.94","436,619.00","443,475.81","436,619.00","","1.11%"
"07/03/2023","436,619.00","426,280.97","437,473.72","423,344.69","","2.43%"
"06/30/2023","426,280.97","416,949.88","428,680.47","413,947.34","","2.36%"
"06/29/2023","416,466.84","409,622.75","418,050.41","409,352.84","","1.67%"
"06/28/2023","409,622.75","416,375.88","426,958.41","408,772.91","","-1.62%"
"06/27/2023","416,375.88","432,406.16","434,029.44","415,092.13","","-3.71%"
"06/26/2023","432,406.16","420,736.69","442,749.41","420,736.69","","2.77%"
"06/23/2023","420,736.69","415,186.38","425,927.16","413,828.94","","1.34%"
"06/22/2023","415,186.38","429,908.59","429,908.59","414,887.41","","-3.42%"
"06/21/2023","429,908.59","409,416.50","430,470.63","409,416.50","","5.01%"
"06/16/2023","409,416.50","391,831.38","411,034.09","391,831.38","","4.49%"
"06/15/2023","391,831.38","378,695.38","392,305.63","378,695.38","","3.47%"
"06/14/2023","378,695.38","381,896.13","384,602.00","376,324.78","","-0.84%"
"06/13/2023","381,896.13","381,718.50","385,762.91","378,664.75","","0.06%"
"06/12/2023","381,672.47","381,763.88","384,559.03","376,882.81","","-0.02%"
"06/09/2023","381,763.88","380,907.47","387,605.38","377,803.84","","0.22%"
"06/08/2023","380,907.47","381,077.97","388,954.38","375,304.19","","0.13%"
"06/07/2023","380,430.91","380,757.44","388,548.78","380,238.25","","-0.09%"
"06/06/2023","380,757.44","360,825.63","380,977.41","360,825.63","","5.52%"
"06/05/2023","360,825.63","352,936.84","362,027.28","352,936.84","","2.24%"
"06/02/2023","352,936.84","353,373.63","358,155.63","352,728.69","","-0.12%"
"06/01/2023","353,373.63","342,078.47","353,940.03","342,078.47","","3.30%"
"05/31/2023","342,078.47","343,391.88","343,670.81","338,676.13","","-0.38%"
"05/30/2023","343,391.88","346,369.00","346,369.00","338,925.63","","-0.86%"
"05/29/2023","346,369.00","341,669.31","346,987.22","339,939.22","","1.38%"
"05/24/2023","341,669.31","340,831.47","342,079.47","336,045.81","","0.26%"
"05/23/2023","340,785.50","338,978.88","349,024.53","338,673.31","","0.53%"
"05/22/2023","338,978.88","338,677.63","340,959.38","335,631.88","","0.09%"
"05/19/2023","338,677.63","331,210.63","339,352.50","331,210.63","","2.25%"
"05/18/2023","331,210.63","327,788.63","331,922.56","322,922.25","","1.04%"
"05/17/2023","327,788.63","318,791.97","330,437.00","318,791.97","","2.82%"
"05/16/2023","318,791.97","320,582.84","324,614.97","318,216.47","","-0.56%"
"05/15/2023","320,582.84","321,529.56","321,529.56","312,917.03","","-0.29%"
"05/12/2023","321,529.56","313,281.44","322,280.81","313,281.44","","2.63%"
"05/11/2023","313,281.44","310,497.16","317,007.22","307,721.50","","0.90%"
"05/10/2023","310,497.16","307,773.28","311,293.31","304,568.75","","0.89%"
"05/09/2023","307,773.28","304,395.94","310,950.53","304,395.94","","1.11%"
"05/08/2023","304,395.94","297,145.88","305,235.03","297,145.88","","2.44%"
"05/05/2023","297,140.13","283,553.00","298,383.50","283,553.00","","5.46%"
"05/04/2023","281,752.50","289,394.19","291,375.38","281,361.28","","-2.17%"
"05/03/2023","288,007.91","295,630.97","296,329.28","287,570.41","","-2.58%"
"05/02/2023","295,630.97","297,960.00","298,388.22","288,650.47","","-0.78%"
"04/28/2023","297,960.00","296,808.88","298,249.94","290,808.50","","0.39%"
"04/27/2023","296,808.88","304,796.97","307,057.03","295,681.06","","-2.62%"
"04/26/2023","304,796.97","303,058.38","305,651.28","292,743.41","","0.57%"
"04/25/2023","303,058.38","299,421.75","306,299.59","297,595.19","","1.21%"
"04/24/2023","299,421.75","290,890.53","300,455.81","290,394.53","","2.93%"
"04/21/2023","290,890.53","281,827.47","291,518.53","281,827.47","","3.22%"
"04/20/2023","281,827.47","275,405.88","282,649.66","274,833.38","","2.33%"
"04/19/2023","275,405.88","284,298.66","284,298.66","274,292.03","","-3.13%"
"04/18/2023","284,298.66","281,295.25","288,718.19","281,295.25","","1.07%"
"04/17/2023","281,295.25","275,993.44","281,492.72","274,724.75","","2.02%"
"04/14/2023","275,717.41","270,610.88","276,242.63","270,610.88","","1.99%"
"04/13/2023","270,328.97","266,850.03","271,485.38","266,783.28","","1.30%"
"04/12/2023","266,850.03","259,963.41","267,456.88","259,963.41","","2.65%"
"04/11/2023","259,963.41","256,747.73","262,194.59","256,747.73","","1.25%"
"04/10/2023","256,747.73","256,747.73","258,985.69","252,848.72","","1.54%"
"04/05/2023","252,848.72","248,918.58","253,467.59","247,592.59","","0.54%"
"04/04/2023","251,488.30","254,696.91","255,384.23","249,844.44","","-1.26%"
"04/03/2023","254,696.91","245,716.17","255,141.03","245,716.17","","3.65%"
"03/31/2023","245,716.17","251,639.06","255,436.95","243,889.81","","-2.35%"
"03/30/2023","251,639.06","249,104.09","253,322.02","248,221.42","","1.02%"
"03/29/2023","249,104.09","242,385.97","249,758.94","242,385.97","","2.77%"
"03/28/2023","242,385.97","233,739.39","242,863.77","233,317.23","","3.70%"
"03/27/2023","233,739.39","233,739.39","234,119.13","219,276.73","","6.60%"
"03/23/2023","219,276.73","224,914.58","227,827.70","217,885.47","","-2.51%"
"03/22/2023","224,914.58","228,790.23","228,790.23","223,741.41","","-1.69%"
"03/21/2023","228,790.23","221,059.08","229,064.98","221,059.08","","3.50%"
"03/20/2023","221,059.08","221,740.27","225,376.70","220,249.31","","-0.31%"
"03/17/2023","221,740.27","223,388.23","223,388.23","217,289.88","","-0.74%"
"03/16/2023","223,388.23","209,824.20","223,545.95","209,824.20","","6.46%"
"03/15/2023","209,824.20","220,447.05","220,447.05","207,676.44","","-4.82%"
"03/14/2023","220,447.05","225,227.52","233,549.98","219,601.27","","-2.12%"
"03/13/2023","225,227.52","236,419.44","236,419.44","224,777.48","","-4.73%"
"03/10/2023","236,419.44","247,553.84","249,746.16","234,926.88","","-4.50%"
"03/09/2023","247,553.84","250,911.80","255,343.02","247,372.59","","-1.34%"
"03/08/2023","250,911.80","246,501.02","251,457.52","245,989.70","","1.79%"
"03/07/2023","246,501.02","253,018.56","255,287.16","245,073.80","","-2.58%"
"03/06/2023","253,018.56","245,865.17","253,411.38","244,284.98","","2.91%"
"03/03/2023","245,865.17","242,748.91","247,329.98","242,748.91","","1.28%"
"03/02/2023","242,748.91","249,580.45","249,911.77","242,321.66","","-2.74%"
"03/01/2023","249,580.45","247,459.28","249,743.20","246,578.70","","0.86%"
"02/28/2023","247,459.28","250,465.59","253,343.55","245,923.45","","-1.20%"
"02/27/2023","250,465.59","248,324.69","252,208.19","248,240.36","","0.86%"
"02/24/2023","248,324.69","248,006.34","249,881.31","244,223.81","","0.13%"
"02/23/2023","248,006.34","244,719.09","250,301.23","244,719.09","","1.34%"
"02/22/2023","244,719.09","248,979.38","249,587.16","242,777.83","","-1.71%"
"02/17/2023","248,979.38","257,247.16","258,458.13","245,039.98","","-3.21%"
"02/16/2023","257,247.16","254,969.81","260,113.09","254,089.56","","0.89%"
"02/15/2023","254,969.81","258,463.48","260,346.73","252,535.70","","-1.35%"
"02/14/2023","258,463.48","257,625.80","262,802.16","257,625.80","","0.33%"
"02/13/2023","257,625.80","249,897.50","258,715.56","248,177.06","","3.09%"
"02/10/2023","249,897.50","248,238.59","251,364.70","247,835.03","","0.67%"
"02/09/2023","248,238.59","250,125.38","253,035.83","246,771.86","","-0.75%"
"02/08/2023","250,125.38","246,804.16","250,285.16","244,721.95","","1.35%"
"02/07/2023","246,804.16","243,607.59","249,678.16","243,607.59","","1.31%"
"02/06/2023","243,607.59","239,369.95","243,946.13","235,721.70","","1.77%"
"02/03/2023","239,369.95","248,854.58","250,508.14","239,103.25","","-3.81%"
"02/02/2023","248,854.58","251,062.13","255,323.31","247,525.52","","-0.88%"
"02/01/2023","251,062.13","253,548.48","255,762.25","246,754.61","","-0.98%"
"01/31/2023","253,548.48","245,875.13","255,699.13","245,875.13","","3.12%"
"01/30/2023","245,875.13","254,295.44","254,871.22","245,864.22","","-3.31%"
"01/27/2023","254,295.44","261,498.77","263,353.44","254,125.06","","-2.75%"
"01/26/2023","261,498.77","260,073.56","264,348.97","259,353.94","","0.55%"
"01/25/2023","260,073.56","252,107.86","260,361.73","248,491.44","","3.16%"
"01/24/2023","252,107.86","250,362.25","253,342.75","247,265.92","","0.70%"
"01/23/2023","250,362.25","247,679.98","256,039.77","247,679.98","","1.08%"
"01/20/2023","247,679.98","235,179.73","248,271.39","235,179.73","","5.32%"
"01/19/2023","235,179.73","235,372.41","236,258.69","222,558.47","","-0.08%"
"01/18/2023","235,372.41","260,750.05","267,244.19","234,239.89","","-9.73%"
"01/17/2023","260,750.05","250,556.03","261,258.86","250,505.02","","4.07%"
"01/16/2023","250,556.03","242,154.50","252,338.44","242,154.50","","3.47%"
"01/13/2023","242,154.50","234,153.70","243,787.84","232,159.59","","3.42%"
"01/12/2023","234,153.70","224,627.52","234,946.81","223,341.81","","4.24%"
"01/11/2023","224,627.52","215,810.98","226,029.27","215,810.98","","4.09%"
"01/10/2023","215,810.98","215,724.70","218,596.44","213,887.61","","0.04%"
"01/09/2023","215,724.70","213,794.25","218,067.41","213,794.25","","0.90%"
"01/06/2023","213,794.25","209,646.02","216,279.73","209,646.02","","1.98%"
"01/05/2023","209,646.02","201,379.75","210,051.91","201,379.75","","4.27%"
"01/04/2023","201,060.59","198,360.48","201,438.63","197,183.02","","1.36%"
"01/03/2023","198,360.48","207,054.34","207,054.34","197,685.30","","-4.20%"
"01/02/2023","207,054.34","202,085.13","208,209.17","202,085.13","","2.46%"
"12/30/2022","202,085.13","199,360.66","203,027.66","194,821.09","","1.37%"
"12/29/2022","199,360.66","202,563.75","205,953.38","198,641.94","","-1.58%"
"12/28/2022","202,560.20","195,733.98","203,641.34","195,733.98","","3.59%"
"12/27/2022","195,542.77","192,477.36","196,173.14","191,263.56","","1.59%"
"12/26/2022","192,477.36","187,784.05","192,594.59","187,060.44","","2.50%"
"12/23/2022","187,784.05","182,459.80","188,360.14","182,459.80","","2.92%"
"12/22/2022","182,459.80","180,094.09","182,614.45","179,795.34","","1.45%"
"12/21/2022","179,851.91","172,338.91","180,652.44","172,338.91","","4.36%"
"12/20/2022","172,335.84","168,965.77","172,591.00","168,965.77","","1.99%"
"12/19/2022","168,965.77","165,109.56","169,402.48","165,024.80","","2.34%"
"12/16/2022","165,109.56","164,733.20","166,216.27","164,106.27","","0.23%"
"12/15/2022","164,733.20","164,216.69","165,329.19","163,525.83","","0.31%"
"12/14/2022","164,216.69","165,500.38","167,895.61","162,735.66","","-0.78%"
"12/13/2022","165,500.38","166,466.47","169,810.94","165,489.70","","-0.58%"
"12/12/2022","166,466.47","171,177.89","171,177.89","164,929.44","","-2.75%"
"12/07/2022","171,177.89","168,090.06","171,432.61","168,090.06","","1.84%"
"12/06/2022","168,090.06","164,467.28","168,536.94","164,467.28","","2.20%"
"12/05/2022","164,467.28","169,697.45","171,247.19","164,337.20","","-3.08%"
"12/02/2022","169,691.73","170,664.06","171,462.77","169,346.84","","-0.53%"
"12/01/2022","170,604.27","168,525.30","171,189.16","166,692.84","","1.23%"
"11/30/2022","168,525.30","168,194.56","170,311.41","166,678.63","","0.20%"
"11/29/2022","168,194.56","164,277.80","168,527.41","164,277.80","","2.38%"
"11/28/2022","164,277.80","163,716.94","164,502.88","161,507.81","","0.34%"
"11/25/2022","163,716.94","160,936.42","164,001.13","160,632.63","","1.73%"
"11/24/2022","160,936.42","158,563.48","161,328.59","158,563.48","","1.50%"
"11/23/2022","158,563.48","158,169.27","159,411.92","157,826.94","","0.25%"
"11/22/2022","158,169.27","157,253.59","158,533.83","155,822.23","","0.58%"
"11/18/2022","157,253.59","155,259.27","157,803.13","154,536.44","","1.28%"
"11/17/2022","155,259.27","154,108.77","155,731.39","152,825.13","","0.75%"
"11/16/2022","154,108.77","155,158.95","156,505.27","153,296.66","","-0.68%"
"11/15/2022","155,158.95","152,685.42","157,059.97","152,685.42","","1.62%"
"11/14/2022","152,685.42","150,413.34","153,872.39","148,517.41","","1.51%"
"11/11/2022","150,413.34","144,879.06","150,608.41","144,879.06","","3.82%"
"11/10/2022","144,879.06","143,091.48","147,722.77","143,091.48","","1.25%"
"11/09/2022","143,091.48","148,059.80","148,182.28","142,796.56","","-3.27%"
"11/08/2022","147,924.03","147,829.64","150,161.19","145,978.56","","0.06%"
"11/07/2022","147,829.64","151,491.70","153,569.63","147,648.00","","-2.27%"
"11/04/2022","151,263.25","150,451.02","152,899.69","150,405.23","","0.54%"
"11/03/2022","150,451.02","149,315.06","151,577.70","147,989.89","","0.76%"
"11/02/2022","149,309.36","153,002.14","153,102.03","149,259.42","","-2.41%"
"11/01/2022","153,002.14","149,938.31","154,031.50","149,938.31","","2.04%"
"10/31/2022","149,938.31","147,867.52","150,238.84","147,645.02","","1.42%"
"10/28/2022","147,845.41","148,147.13","148,426.44","145,936.13","","-0.18%"
"10/27/2022","148,109.61","145,028.47","148,808.67","144,916.97","","2.12%"
"10/26/2022","145,028.47","143,962.91","145,802.77","143,962.91","","0.74%"
"10/25/2022","143,959.36","139,733.39","144,060.78","139,710.55","","3.02%"
"10/24/2022","139,733.39","138,944.80","140,421.42","136,188.58","","0.57%"
"10/21/2022","138,944.80","136,138.78","139,218.97","136,138.78","","2.06%"
"10/20/2022","136,138.78","136,484.20","139,712.72","135,631.72","","-0.25%"
"10/19/2022","136,484.20","137,542.20","138,156.34","136,155.95","","-0.77%"
"10/18/2022","137,542.20","138,953.48","139,750.53","136,685.13","","-1.02%"
"10/17/2022","138,953.48","137,290.73","140,431.64","137,290.73","","1.21%"
"10/14/2022","137,290.73","140,763.77","140,763.77","136,909.70","","-2.47%"
"10/13/2022","140,763.77","136,396.44","140,970.06","135,791.30","","3.20%"
"10/12/2022","136,396.44","136,982.38","137,331.94","135,657.66","","-0.43%"
"10/11/2022","136,982.38","144,645.33","144,645.33","136,712.88","","-5.30%"
"10/06/2022","144,645.33","146,722.88","147,256.70","144,518.89","","-1.42%"
"10/05/2022","146,722.88","144,926.66","148,056.33","143,549.97","","1.24%"
"10/04/2022","144,926.66","145,068.69","147,619.30","144,399.06","","-0.09%"
"10/03/2022","145,062.98","139,137.20","145,271.28","139,137.20","","4.28%"
"09/30/2022","139,115.09","138,041.98","140,154.36","137,832.23","","0.80%"
"09/29/2022","138,004.48","138,023.36","138,628.89","134,864.61","","-0.01%"
"09/28/2022","138,023.36","135,472.73","138,402.02","135,472.73","","1.88%"
"09/27/2022","135,472.73","138,148.27","140,167.27","134,814.89","","-1.94%"
"09/26/2022","138,148.27","142,931.73","143,803.55","136,991.16","","-3.35%"
"09/23/2022","142,931.73","149,480.84","149,480.84","142,610.00","","-4.38%"
"09/22/2022","149,480.84","146,980.13","149,766.02","146,578.31","","1.70%"
"09/21/2022","146,980.13","147,929.75","148,433.03","145,631.73","","-0.64%"
"09/20/2022","147,929.75","150,262.08","150,953.86","147,227.70","","-1.55%"
"09/19/2022","150,262.08","145,741.81","150,971.41","145,296.84","","3.10%"
"09/16/2022","145,741.81","144,765.55","146,790.77","143,422.95","","0.67%"
"09/15/2022","144,765.55","146,750.05","148,452.17","143,894.27","","-1.35%"
"09/14/2022","146,750.05","142,941.59","146,990.06","142,941.59","","2.66%"
"09/13/2022","142,941.59","144,714.11","145,873.56","142,768.23","","-1.22%"
"09/12/2022","144,714.11","144,642.19","147,135.34","144,269.28","","0.05%"
"09/09/2022","144,642.19","141,509.31","144,848.36","141,509.31","","2.21%"
"09/08/2022","141,509.31","141,189.48","144,110.63","140,530.31","","0.36%"
"09/07/2022","141,001.53","137,309.27","141,870.75","136,326.30","","2.69%"
"09/06/2022","137,309.27","138,268.03","138,701.11","136,595.48","","-0.69%"
"09/05/2022","138,268.03","136,369.09","139,989.19","136,369.09","","1.44%"
"09/01/2022","136,302.13","136,240.97","137,706.94","134,328.98","","0.04%"
"08/31/2022","136,240.97","141,133.59","142,206.16","136,050.73","","-3.47%"
"08/30/2022","141,133.59","143,805.16","143,805.16","140,446.80","","-1.86%"
"08/29/2022","143,805.16","141,459.95","145,859.42","140,996.20","","1.66%"
"08/26/2022","141,459.95","142,777.63","143,246.84","138,832.80","","-0.92%"
"08/25/2022","142,777.63","140,246.05","143,037.52","139,342.69","","1.81%"
"08/24/2022","140,246.05","136,997.69","140,800.06","136,290.95","","2.37%"
"08/23/2022","136,997.69","132,252.56","137,322.61","132,252.56","","3.59%"
"08/22/2022","132,252.56","131,009.08","132,419.77","129,648.85","","0.95%"
"08/19/2022","131,009.08","131,490.91","131,490.91","128,619.82","","-0.37%"
"08/18/2022","131,490.91","125,962.94","131,584.88","125,962.94","","4.39%"
"08/17/2022","125,962.94","124,787.34","126,151.06","124,106.22","","0.94%"
"08/16/2022","124,787.34","125,979.57","127,589.79","123,681.83","","-0.95%"
"08/12/2022","125,979.57","123,333.93","126,263.46","123,333.93","","2.15%"
"08/11/2022","123,333.93","122,129.90","124,616.97","122,129.90","","0.99%"
"08/10/2022","122,129.90","121,920.79","123,108.25","121,243.26","","0.17%"
"08/09/2022","121,920.79","123,953.36","123,953.36","121,707.72","","-1.64%"
"08/08/2022","123,953.36","121,003.89","124,194.48","121,003.89","","2.44%"
"08/05/2022","121,003.89","120,437.18","122,564.53","120,437.18","","0.47%"
"08/04/2022","120,437.18","120,389.93","121,699.30","119,097.40","","0.04%"
"08/03/2022","120,389.93","118,691.20","120,658.11","118,114.42","","1.43%"
"08/02/2022","118,691.20","117,592.51","120,092.17","117,144.50","","0.94%"
"08/01/2022","117,586.78","122,551.36","122,870.90","117,255.14","","-4.03%"
"07/29/2022","122,528.27","127,592.57","130,078.83","122,223.13","","-3.82%"
"07/28/2022","127,400.00","126,361.98","130,650.78","124,416.80","","0.82%"
"07/27/2022","126,361.98","120,038.38","126,670.33","118,813.91","","5.27%"
"07/26/2022","120,038.38","119,508.31","121,436.69","118,521.36","","0.44%"
"07/25/2022","119,508.31","113,851.41","119,805.83","113,851.41","","4.97%"
"07/22/2022","113,851.41","112,017.03","114,070.16","111,070.23","","1.64%"
"07/21/2022","112,017.03","106,949.06","113,408.54","106,333.99","","4.74%"
"07/20/2022","106,949.06","107,185.43","107,648.06","106,016.87","","-0.22%"
"07/19/2022","107,185.43","105,441.24","107,547.08","105,441.24","","1.65%"
"07/18/2022","105,441.24","104,222.92","106,523.39","104,222.92","","1.17%"
"07/15/2022","104,222.92","100,518.41","104,351.34","100,430.45","","3.69%"
"07/14/2022","100,518.41","102,270.96","102,270.96","100,026.97","","-1.71%"
"07/13/2022","102,270.96","103,209.83","103,369.45","101,955.15","","-0.91%"
"07/12/2022","103,209.83","104,431.92","104,445.42","101,790.59","","-1.17%"
"07/11/2022","104,431.92","105,851.67","105,851.67","101,922.03","","-1.34%"
"07/08/2022","105,850.01","102,591.51","106,469.99","101,143.99","","3.51%"
"07/07/2022","102,265.41","95,075.87","102,585.79","95,075.87","","7.56%"
"07/06/2022","95,075.87","92,689.47","95,199.72","90,918.51","","2.57%"
"07/05/2022","92,689.47","89,134.49","92,950.40","89,066.26","","3.99%"
"07/04/2022","89,128.79","90,249.12","90,249.12","87,005.58","","-1.02%"
"07/01/2022","90,050.78","88,449.89","90,276.51","87,760.97","","1.81%"
"06/30/2022","88,449.89","88,130.75","89,244.56","85,765.30","","0.36%"
"06/29/2022","88,130.75","88,194.70","88,544.18","86,567.35","","-0.07%"
"06/28/2022","88,194.70","85,712.27","88,349.61","85,712.27","","2.90%"
"06/27/2022","85,712.27","82,605.64","85,785.12","82,374.26","","3.76%"
"06/24/2022","82,605.64","83,170.06","84,061.25","82,295.51","","-0.68%"
"06/23/2022","83,170.06","85,662.48","85,662.48","81,977.46","","-2.91%"
"06/22/2022","85,662.48","86,545.90","86,624.76","85,412.04","","-1.02%"
"06/21/2022","86,545.90","87,060.90","87,503.88","86,392.26","","-0.59%"
"06/16/2022","87,060.90","88,465.55","88,465.55","86,564.63","","-1.59%"
"06/15/2022","88,465.55","87,400.00","88,789.13","87,400.00","","1.22%"
"06/14/2022","87,400.00","87,937.89","88,976.39","86,632.60","","-0.61%"
"06/13/2022","87,937.89","89,143.04","89,143.04","86,617.30","","-1.35%"
"06/10/2022","89,141.39","88,869.78","89,171.71","87,329.87","","0.31%"
"06/09/2022","88,869.78","89,982.30","89,982.30","88,282.21","","-1.20%"
"06/08/2022","89,946.88","90,938.11","91,218.84","89,843.60","","-1.09%"
"06/07/2022","90,938.11","90,385.84","91,063.79","90,141.45","","0.65%"
"06/06/2022","90,351.73","91,775.17","92,579.51","90,035.26","","-1.55%"
"06/03/2022","91,775.17","91,678.62","92,025.59","91,343.54","","0.35%"
"06/02/2022","91,452.04","91,369.58","92,141.32","90,732.23","","0.09%"
"06/01/2022","91,369.58","92,288.03","92,489.39","90,607.70","","-1.00%"
"05/31/2022","92,288.03","93,236.24","93,552.08","91,792.33","","-1.02%"
"05/30/2022","93,236.24","93,683.29","94,207.30","93,120.33","","-0.48%"
"05/27/2022","93,683.29","93,710.99","94,319.11","93,518.95","","-0.03%"
